Season,TeamName,Off_1,RankOff_1,Off_2,RankOff_2,Off_3,RankOff_3,Def_1,RankDef_1,Def_2,RankDef_2,Def_3,RankDef_3
2007,"Northern Arizona",21.4876,103,50.4567,196,28.0557,171,20.1835,166,52.6868,115,27.1298,211
2007,"Northern Colorado",21.1751,117,50.7272,184,28.0977,170,24.6092,23,47.1004,293,28.2905,172
2007,"Northern Illinois",18.763,243,57.6923,29,23.5447,281,19.8758,187,55.614,45,24.5103,289
2007,"Northern Iowa",21.6658,99,49.6679,214,28.6663,155,17.3383,289,47.508,281,35.1538,18
2007,Northwestern,14.6267,335,53.2436,126,32.1297,84,17.7765,272,47.4812,283,34.7423,24
2007,"Northwestern St.",24.3952,13,51.7425,163,23.8622,274,22.622,72,50.9512,175,26.4268,240
2007,"Notre Dame",21.875,90,44.9074,300,33.2176,62,18.3824,253,53.2169,98,28.4007,166
2007,Oakland,24.3463,15,48.6023,236,27.0514,198,16.9777,298,59.8088,4,23.2135,308
2007,Ohio,24.5536,10,50,204,25.4464,238,15.625,322,49.0809,232,35.2941,16
2007,"Ohio St.",19.2771,214,51.0843,177,29.6386,134,13.6947,335,51.5515,154,34.7538,23
2007,Oklahoma,19.7,187,53.9,104,26.4,211,22.5572,77,52.1496,132,25.2931,266
2007,"Oklahoma St.",21.8262,94,52.463,147,25.7109,225,21.1563,119,50.6912,184,28.1525,176
2007,"Old Dominion",20.917,132,48.2969,241,30.786,116,19.9706,178,50.2203,198,29.8091,125
2007,"Oral Roberts",24.1379,23,50.5747,193,25.2874,243,19.6305,193,55.7044,41,24.6651,283
2007,Oregon,18.917,238,43.6765,315,37.4065,20,16.6122,306,56.0816,33,27.3061,207
2007,"Oregon St.",17.0669,307,58.2524,23,24.6806,259,20.4903,155,52.729,113,26.7808,229
2007,Pacific,21.1117,120,49.0492,222,29.8391,129,17.9879,268,49.0496,235,32.9624,45
2007,Penn,19.0909,226,56.3636,47,24.5455,261,19.9408,182,52.8134,110,27.2458,208
2007,"Penn St.",19.6638,193,50.5349,194,29.8013,132,16.683,305,47.105,292,36.212,9
2007,Pepperdine,17.2071,299,44.7903,302,38.0026,17,20.5847,150,55.026,54,24.3893,294
2007,Pittsburgh,18.43,252,55.5176,65,26.0523,220,19.7504,190,52.2375,128,28.012,182
2007,Portland,22.3461,72,57.431,35,20.2229,322,19.5843,199,48.6836,247,31.7321,66
2007,"Portland St.",21.4255,107,52.4989,146,26.0756,218,22.2271,89,50.7042,182,27.0687,214
2007,"Prairie View A&M",19.527,199,56.6404,44,23.8326,276,24.0851,30,54.6983,60,21.2166,329
2007,Princeton,16.8794,310,39.7163,332,43.4043,1,23.2418,51,55.8607,39,20.8975,331
2007,Providence,18.286,255,57.5308,32,24.1833,266,19.1097,219,51.6187,151,29.2716,142
2007,Purdue,19.8232,181,52.5253,145,27.6515,182,21.8765,97,51.3702,162,26.7534,232
2007,Quinnipiac,18.9975,234,53.6341,113,27.3684,189,25.3556,14,48.1609,262,26.4836,237
2007,Radford,21.7955,95,59.0555,17,19.1489,331,19.9061,185,53.0516,105,27.0423,215
2007,"Rhode Island",21.3373,111,47.8705,253,30.7922,115,16.3928,312,50.4846,191,33.1226,42
2007,Rice,22.9743,52,49.9012,208,27.1245,194,20.3118,163,47.2367,287,32.4516,54
2007,Richmond,16.5658,315,49.4221,219,34.0121,48,26.2952,7,48.4848,253,25.2199,270
2007,Rider,20.6086,155,47.8562,254,31.5353,93,17.2142,291,49.9343,210,32.8515,48
2007,"Robert Morris",17.1612,302,53.907,102,28.9318,147,18.5451,242,51.332,163,30.123,113
2007,Rutgers,23.063,48,50.6053,192,26.3317,214,18.7334,232,51.4103,158,29.8563,123
2007,"Sacramento St.",19.4779,204,54.6185,86,25.9036,222,22.9778,60,54.7556,58,22.2667,320
2007,"Sacred Heart",17.9766,272,56.9931,38,25.0302,249,19.9919,176,53.0679,104,26.9403,219
2007,"Saint Joseph's",22.4245,68,52.7072,138,24.8682,254,18.969,224,55.0551,52,25.976,251
2007,"Saint Louis",20.0572,173,53.6446,112,26.2982,216,17.1128,294,49.9044,211,32.9828,44
2007,"Saint Mary's",24.5302,12,53.8081,107,21.6617,311,19.9896,177,58.4153,9,21.595,327
2007,"Saint Peter's",17.2819,296,50.3356,198,32.3826,77,21.2713,112,46.7467,299,31.982,59
2007,"Sam Houston St.",20.9708,131,44.6748,304,34.3544,40,23.9098,34,55.0376,53,21.0526,330
2007,Samford,18.7879,241,41.2121,326,40,8,16.48,310,56,36,27.52,199
2007,"San Diego",21.5904,101,49.5608,217,28.8488,148,20.9752,124,56.9457,21,22.0791,323
2007,"San Diego St.",17.4069,290,59.8475,10,22.7456,296,14.9226,332,53.9653,82,31.1122,83
2007,"San Francisco",19.7921,183,52.4175,148,27.7903,177,20.5083,154,49.518,223,29.9737,118
2007,"San Jose St.",17.1152,304,56.0818,53,26.803,203,16.7679,302,53.5264,95,29.7057,129
2007,"Santa Clara",16.8457,311,55.1758,70,27.9785,173,21.4997,107,47.1945,289,31.3057,76
2007,"Savannah St.",19.6416,194,54.7209,82,25.6375,228,26.8836,5,50.3425,194,22.774,316
2007,"Seton Hall",21.0704,124,53.3269,123,25.6027,232,23.2264,52,55.1992,51,21.5743,328
2007,Siena,19.1629,221,57.4477,34,23.3894,283,15.8195,321,52.4978,119,31.6827,68
2007,SMU,21.8436,92,44.1341,309,34.0223,47,17.7083,275,50.5482,188,31.7434,64
2007,"South Alabama",17.9402,274,46.8913,270,35.1685,33,19.2801,209,49.8028,218,30.9172,89
2007,"South Carolina",15.9711,325,48.6347,233,35.3941,31,16.19,317,53.1265,103,30.6835,98
2007,"South Carolina St.",21.9708,87,54.1981,93,23.8311,277,23.6638,42,51.9922,138,24.344,297
2007,"South Dakota St.",20.6878,152,54.1644,94,25.1478,245,19.5423,200,49.7025,221,30.7551,94
2007,"South Florida",24.2132,18,54.6193,85,21.1675,316,18.1185,264,52.4639,121,29.4176,137
2007,"Southeast Missouri St.",20.8253,137,44.0499,312,35.1248,34,20.4575,157,53.2585,97,26.284,242
2007,"Southeastern Louisiana",16.3395,320,52.626,142,31.0345,107,19.8872,186,59.6617,6,20.4511,332
2007,Southern,21.3703,109,51.2235,172,27.4062,187,20.4141,158,57.7756,13,21.8103,325
2007,"Southern Illinois",23.2895,40,46.9415,267,29.7689,133,26.6165,6,47.8195,273,25.5639,256
2007,"Southern Miss",25.7268,2,53.5381,119,20.7351,320,25.1007,17,48.129,265,26.7703,231
2007,"Southern Utah",17.9829,271,56.8837,40,25.1334,246,19.0171,221,54.0598,78,26.9231,222
2007,"St. Bonaventure",21.9724,86,48.7481,230,29.2795,140,16.5414,308,55.4622,48,27.9965,183
2007,"St. Francis NY",20.3069,165,60.0512,9,19.6419,329,22.7103,69,47.0093,294,30.2804,107
2007,"St. Francis PA",23.8378,29,46.8108,272,29.3514,137,20.0491,172,57.1007,19,22.8501,313
2007,"St. John's",20.8186,140,46.5892,276,32.5922,70,18.4263,252,51.3944,159,30.1793,111
2007,Stanford,19.7588,186,56.0297,56,24.2115,265,21.25,113,54.2308,71,24.5192,288
2007,"Stephen F. Austin",21.7078,97,52.6759,140,25.6164,230,20.8435,131,54.401,65,24.7555,280
2007,Stetson,22.9508,53,47.6996,258,29.3496,138,23.5073,43,47.5787,277,28.914,157
2007,"Stony Brook",21.2435,115,57.6857,30,21.0708,318,22.978,59,41.3498,334,35.6722,12
2007,Syracuse,22.3819,70,48.4688,239,29.1493,143,18.3193,256,46.8908,297,34.7899,22
